,col_0,col_1,label01,labelmul
0,-0.1312324104791023,2.473641580753409,0,0
1,0.3987358609968449,2.3368435070929756,0,0
2,0.8091081963448463,2.20765642214059,0,0
3,1.0078879561539287,1.801889939286381,0,0
4,1.340090947274365,1.4770320534250683,0,0
5,1.4651511875473089,0.6993254040054717,0,0
6,1.5136285678340122,0.28605801815522314,0,0
7,1.393177626300411,-0.5668063517461909,0,0
8,1.3430283913872911,-0.8622304837348009,0,0
9,1.1748949724841875,-1.372702255412649,0,0
10,0.8473258545260131,-2.0192032012121666,0,0
11,0.5848240906362336,-2.4111756149799692,0,0
12,0.1442302215722563,-2.2333707318790013,0,0
13,-0.126736319970023,-2.6328351272443795,0,0
14,-0.5017327685987929,-2.465878512827285,0,0
15,-0.8895087141930071,-1.7066586208395316,0,0
16,-1.1956158924275773,-1.6856618295782888,0,0
17,-1.2800106273140286,-1.0332090187818395,0,0
18,-1.5062910477958642,-0.5193534829595182,0,0
19,-1.5809139611115648,0.0909346298659209,0,0
20,-1.3051611498920859,0.8600481449767037,0,0
21,-1.150871500164517,1.348886963786309,0,0
22,-1.0457115943340234,1.8109455621224055,0,0
23,-0.7858131915214203,2.089446685619988,0,0
24,-0.35919592895498603,2.671440132878753,0,0
25,0.07028116508317239,2.401190911138792,0,0
26,0.42785985653489295,2.580462268805237,0,0
27,0.8247472205384734,2.206192538786583,0,0
28,1.0023528044528613,1.8043315978729324,0,0
29,1.270667589367131,1.3474919783379096,0,0
30,1.4432647450843785,0.7764234799432058,0,0
31,1.388798818000507,-0.06041111028321052,0,0
32,1.41670445317345,-0.4576415293970829,0,0
33,1.4184746295254753,-1.1258289750521457,0,0
34,1.2120532212787463,-1.9278543429401873,0,0
35,0.8474818588786098,-1.941997565633292,0,0
36,0.6414084991292014,-2.342572909842366,0,0
37,0.06120358836768554,-2.378825371801362,0,0
38,-0.2897297790110559,-2.5108882931896677,0,0
39,-0.6446194175706379,-2.411485057459426,0,0
40,-0.9225108155641442,-1.9664051316568103,0,0
41,-1.205882744424691,-1.6964459569961001,0,0
42,-1.3566919864568616,-1.1147601785338692,0,0
43,-1.5194012812538955,-0.2952303156574966,0,0
44,-1.399558987035759,0.23004139171168658,0,0
45,-1.556566946216726,0.7415237589794106,0,0
46,-1.3402401456877449,1.3806267171742759,0,0
47,-1.0000075774054804,1.9653057467337258,0,0
48,-0.8436488988642354,2.28024636257764,0,0
49,-0.26273129075137114,2.5903080734487127,0,0
50,-0.08910131979882703,2.4783179882972997,0,0
51,0.33180386623212027,2.425448361057831,0,0
52,0.6521270490367155,2.0832203905740188,0,0
53,0.9647257315655933,1.9996564360356714,0,0
54,1.2746566483405493,1.3125217885081053,0,0
55,1.464670493729655,0.6456063162977826,0,0
56,1.4323730416541216,0.06622938477005304,0,0
57,1.5671411067975565,-0.3149900998092234,0,0
58,1.351269735255224,-1.2052589117916683,0,0
59,1.0890400030688054,-1.6687727866051894,0,0
60,0.8155429992274819,-1.989184383336251,0,0
61,0.5535847502386193,-2.4529500500323014,0,0
62,0.20583819699072786,-2.2777282034429938,0,0
63,-0.18698370919931112,-2.4704085384151266,0,0
64,-0.6748515339805796,-2.3956379206180802,0,0
65,-0.9599936192669076,-2.0410791056117166,0,0
66,-1.1097919480371192,-1.612370981930179,0,0
67,-1.3020251876997426,-1.1754433707582623,0,0
68,-1.3964117681380492,-0.43260941805780617,0,0
69,-1.6044543884718268,0.1927229166380649,0,0
70,-1.5646738969567342,0.8109712674204488,0,0
71,-1.2390348962904736,1.2573770948911251,0,0
72,-1.0517039440219935,1.8067734639181912,0,0
73,-0.7743218595093017,2.077746048954242,0,0
74,-0.22043926363441113,2.4314216539576177,0,0
75,-0.041303580893595565,2.5611542206041977,0,0
76,0.4293188305217973,2.137973287685157,0,0
77,0.6246060857215114,2.011217696512308,0,0
78,1.0703636590776058,1.8964639962048966,0,0
79,1.1836526563033511,1.323919182578897,0,0
80,1.4783438847095831,0.7053900920820555,0,0
81,1.5485568476027878,0.048231717007319146,0,0
82,1.3559293113746538,-0.44222085089147656,0,0
83,1.4251136378090292,-1.1458786769375882,0,0
84,1.2141815441129133,-1.4980080872415182,0,0
85,0.9137953437334619,-2.1549799523317112,0,0
86,0.5603522282693587,-2.353195690539583,0,0
87,0.19012112295818706,-2.244698496479499,0,0
88,-0.23141178720578343,-2.5490132257839972,0,0
89,-0.6421456689665626,-2.2931039672678284,0,0
90,-1.0096242788690755,-1.9896739523854676,0,0
91,-1.1280825673806596,-1.5429438402998217,0,0
92,-1.2164975716768667,-1.2647587951831607,0,0
93,-1.5016986273557067,-0.4760136633412893,0,0
94,-1.3596448865054922,0.0697849749296548,0,0
95,-1.4263584668903881,0.7913397490617612,0,0
96,-1.2721936481823684,1.3298411276655115,0,0
97,-1.0265238393439633,1.8380731542837727,0,0
